[13:18:16] *** Tentative de connexion à tardis.swiftirc.net:6697 (SSL=True)...
[13:18:16] *** [DEBUG] all_raw_messages | Source:  | Target: None | Args: [':tardis.en.uk.SwiftIRC.net NOTICE * :*** Looking up your hostname...']
[15:38:22] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Poker.Face.2023.S02E03.FRENCH.WEB.H264-AMB3R']
[15:38:22] <DupeFR> 4[14PRE4] 15[8TV15] 0Poker.Face.2023.S02E03.FRENCH.WEB.H264-AMB3R
[2025-09-13 15:38:22] <DupeFR@#dupefr-pre> [TV] Poker.Face.2023.S02E03.FRENCH.WEB.H264-AMB3R
[15:38:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:38:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:38:42] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Poker.Face.2023.S02E04.FRENCH.720p.WEB.H264-AMB3R']
[15:38:42] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Poker.Face.2023.S02E04.FRENCH.720p.WEB.H264-AMB3R']
[15:38:42] <DupeFR> 4[14PRE4] 15[8TV15] 0Poker.Face.2023.S02E04.FRENCH.720p.WEB.H264-AMB3R
[2025-09-13 15:38:42] <DupeFR@#dupefr-pre> [TV] Poker.Face.2023.S02E04.FRENCH.720p.WEB.H264-AMB3R
[15:38:54] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Poker.Face.2023.S02E04.FRENCH.WEB.H264-AMB3R']
[15:38:54] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Poker.Face.2023.S02E04.FRENCH.WEB.H264-AMB3R']
[15:38:54] <DupeFR> 4[14PRE4] 15[8TV15] 0Poker.Face.2023.S02E04.FRENCH.WEB.H264-AMB3R
[2025-09-13 15:38:54] <DupeFR@#dupefr-pre> [TV] Poker.Face.2023.S02E04.FRENCH.WEB.H264-AMB3R
[15:40:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:40:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:42:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:42:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:44:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:44:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:46:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:46:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:48:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:48:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:50:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:50:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:52:26] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:52:26] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:54:27] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:54:27] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:56:27] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:56:27] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[15:58:27] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[15:58:27] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:00:27] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:00:27] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:02:27] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:02:27] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:03:56] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x032\x02BLURAY\x02\x0315] \x030\x02El.Amor.De.Andrea.2023.SPANiSH.COMPLETE.BLURAY-CEBCOM']
[16:03:56] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x032\x02BLURAY\x02\x0315] \x030\x02El.Amor.De.Andrea.2023.SPANiSH.COMPLETE.BLURAY-CEBCOM']
[16:03:56] <DupeFR> 4[14PRE4] 15[2BLURAY15] 0El.Amor.De.Andrea.2023.SPANiSH.COMPLETE.BLURAY-CEBCOM
[2025-09-13 16:03:56] <DupeFR@#dupefr-pre> [BLURAY] El.Amor.De.Andrea.2023.SPANiSH.COMPLETE.BLURAY-CEBCOM
[16:04:27] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:04:27] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:06:28] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:06:28] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:08:28] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:08:28] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:10:28] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:10:28] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:12:28] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:12:28] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:14:28] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:14:28] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:16:22] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E03.MULTi.1080p.WEB.H264-AMB3R']
[16:16:22] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E03.MULTi.1080p.WEB.H264-AMB3R']
[16:16:22] <DupeFR> 4[14PRE4] 15[8TV15] 0Law.and.Order.SVU.S26E03.MULTi.1080p.WEB.H264-AMB3R
[2025-09-13 16:16:22] <DupeFR@#dupefr-pre> [TV] Law.and.Order.SVU.S26E03.MULTi.1080p.WEB.H264-AMB3R
[16:16:28] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:16:28] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:16:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E04.MULTi.1080p.WEB.H264-AMB3R']
[16:16:31] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E04.MULTi.1080p.WEB.H264-AMB3R']
[16:16:31] <DupeFR> 4[14PRE4] 15[8TV15] 0Law.and.Order.SVU.S26E04.MULTi.1080p.WEB.H264-AMB3R
[2025-09-13 16:16:31] <DupeFR@#dupefr-pre> [TV] Law.and.Order.SVU.S26E04.MULTi.1080p.WEB.H264-AMB3R
[16:17:01] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E03.FRENCH.720p.WEB.H264-AMB3R']
[16:17:01] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E03.FRENCH.720p.WEB.H264-AMB3R']
[16:17:01] <DupeFR> 4[14PRE4] 15[8TV15] 0Law.and.Order.SVU.S26E03.FRENCH.720p.WEB.H264-AMB3R
[2025-09-13 16:17:01] <DupeFR@#dupefr-pre> [TV] Law.and.Order.SVU.S26E03.FRENCH.720p.WEB.H264-AMB3R
[16:17:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E03.FRENCH.WEB.H264-AMB3R']
[16:17:13] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E03.FRENCH.WEB.H264-AMB3R']
[16:17:13] <DupeFR> 4[14PRE4] 15[8TV15] 0Law.and.Order.SVU.S26E03.FRENCH.WEB.H264-AMB3R
[2025-09-13 16:17:13] <DupeFR@#dupefr-pre> [TV] Law.and.Order.SVU.S26E03.FRENCH.WEB.H264-AMB3R
[16:17:24] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E04.FRENCH.720p.WEB.H264-AMB3R']
[16:17:24] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E04.FRENCH.720p.WEB.H264-AMB3R']
[16:17:24] <DupeFR> 4[14PRE4] 15[8TV15] 0Law.and.Order.SVU.S26E04.FRENCH.720p.WEB.H264-AMB3R
[2025-09-13 16:17:24] <DupeFR@#dupefr-pre> [TV] Law.and.Order.SVU.S26E04.FRENCH.720p.WEB.H264-AMB3R
[16:17:34] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E04.FRENCH.WEB.H264-AMB3R']
[16:17:34] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02Law.and.Order.SVU.S26E04.FRENCH.WEB.H264-AMB3R']
[16:17:34] <DupeFR> 4[14PRE4] 15[8TV15] 0Law.and.Order.SVU.S26E04.FRENCH.WEB.H264-AMB3R
[2025-09-13 16:17:34] <DupeFR@#dupefr-pre> [TV] Law.and.Order.SVU.S26E04.FRENCH.WEB.H264-AMB3R
[16:18:28] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:18:28] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:20:29] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:20:29] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:22:29] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:22:29] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:24:29] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:24:29] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:26:29] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:26:29] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:28:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:28:30] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:30:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:30:31] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:32:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:32:31] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:34:32] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:34:32] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:36:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:36:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:38:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:38:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:40:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:40:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:42:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:42:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:44:32] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:44:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:46:32] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:46:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:48:32] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:48:32] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:50:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:50:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:52:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:52:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:54:32] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:54:32] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:56:32] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:56:32] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[16:58:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[16:58:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:00:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[17:00:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:02:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[17:02:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:04:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[17:04:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:06:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[17:06:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:08:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[17:08:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:10:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[17:10:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:10:50] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x035\x02EBOOKS\x02\x0315] \x030\x02Sorceline.T01.Un.jour.je.serai.fantasticologue.2018.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER']
[17:10:50] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x035\x02EBOOKS\x02\x0315] \x030\x02Sorceline.T01.Un.jour.je.serai.fantasticologue.2018.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER']
[17:10:50] <DupeFR> 4[14PRE4] 15[5EBOOKS15] 0Sorceline.T01.Un.jour.je.serai.fantasticologue.2018.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER
[2025-09-13 17:10:50] <DupeFR@#dupefr-pre> [EBOOKS] Sorceline.T01.Un.jour.je.serai.fantasticologue.2018.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER
[17:12:17] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x035\x02EBOOKS\x02\x0315] \x030\x02Sorceline.T02.La.fille.qui.aimait.les.animonstres.2019.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER']
[17:12:17] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x035\x02EBOOKS\x02\x0315] \x030\x02Sorceline.T02.La.fille.qui.aimait.les.animonstres.2019.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER']
[17:12:17] <DupeFR> 4[14PRE4] 15[5EBOOKS15] 0Sorceline.T02.La.fille.qui.aimait.les.animonstres.2019.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER
[2025-09-13 17:12:17] <DupeFR@#dupefr-pre> [EBOOKS] Sorceline.T02.La.fille.qui.aimait.les.animonstres.2019.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER
[17:12:33] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[17:12:33] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[17:12:47] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x035\x02EBOOKS\x02\x0315] \x030\x02Sorceline.T03.Au.coeur.de.mes.zoorigines.2020.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER']
[17:12:47] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x035\x02EBOOKS\x02\x0315] \x030\x02Sorceline.T03.Au.coeur.de.mes.zoorigines.2020.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER']
[17:12:47] <DupeFR> 4[14PRE4] 15[5EBOOKS15] 0Sorceline.T03.Au.coeur.de.mes.zoorigines.2020.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER
[2025-09-13 17:12:47] <DupeFR@#dupefr-pre> [EBOOKS] Sorceline.T03.Au.coeur.de.mes.zoorigines.2020.FRENCH.HYBRiD.COMiC.CBZ.eBook-TONER
